nco_code,occupation_title,task_number,task,volume,pdf_page
8172.0200,"Wood Sawyer, Edger",5,Cuts and straightens uneven edges to shape them into planks of desired width.,II-B,471
8172.0200,"Wood Sawyer, Edger",6,Checks edging and cutting of plank to ensure accuracy and quality and readjusts blades when necessary cleans and oils machine.,II-B,471
8172.0200,"Wood Sawyer, Edger",7,May sharpen or replace dull saw blades.,II-B,471
8172.0200,"Wood Sawyer, Edger",8,May operate other power driven wood working machine.,II-B,471
8172.0300,Band Saw Operator,1,"Places log or timber over platform of machine using hoisting equipment or with help of workers and secures it firmly to traverser with clamps, hooks, wedges etc.",II-B,471
8172.0300,Band Saw Operator,2,controls to ensure that band saw cuts log or clamps to required sizes.,II-B,471
8172.0300,Band Saw Operator,3,operates hand lever to move traverser with log against rotating saw for cutting log or plank to required sizes.,II-B,471
8172.0300,Band Saw Operator,4,"Controls movement of log against rotating saw, slowing its speed when knots in wood are to be cut.",II-B,471
8172.0300,Band Saw Operator,5,Removes cut pieces from table.,II-B,471
8172.0300,Band Saw Operator,6,Cleans sticky saw dust from pulleys and band saw to remove friction and oil machine.,II-B,471
8172.0300,Band Saw Operator,7,May sharpen teeth of saw over grinding machine.,II-B,471
8172.0300,Band Saw Operator,8,May braze joints of band saw.,II-B,471
8172.0300,Band Saw Operator,9,May operate vertical or horizontal log band mill.,II-B,471
8172.0700,Veneer Cutter,1,Selects cutters and fits them on to rotating spindle of machine.,II-B,472
8172.0700,Veneer Cutter,2,Mounts and fastens wood stock in position on machine table.,II-B,472
8172.0700,Veneer Cutter,3,Adjusts blades in machines close to wood stock and starts machine to cut wood into thin shavings or veneers of required size.,II-B,472
8172.0700,Veneer Cutter,4,"Checks quality of shaving and veneers, ensuring that no damaged wood is processed.",II-B,472
8172.0700,Veneer Cutter,5,May fit circular saw or blades to process wood stock.,II-B,472
8172.0700,Veneer Cutter,6,May grind and sharpen tools.,II-B,472
8172.0900,"Barrel-Lathe Operator, Outside",1,Clamps barrel between chucks of lathe.,II-B,472
8172.0900,"Barrel-Lathe Operator, Outside",2,Holds barrel plane against surface of revolving barrel and guides tool along length of barrel to scrape and smooth barrel.,II-B,472
8172.0900,"Barrel-Lathe Operator, Outside",3,"Lifts tool from surface of barrel, releases pressure of tail chuck on barrel, and lifts barrel from machine.",II-B,472
8172.1000,Wood Chopping Machine Operator,1,controls depending on size of veneer or splint to be cut.,II-B,473
8172.1000,Wood Chopping Machine Operator,2,Places veneer pieces on machine table in position and adjusts it against guide setter.,II-B,473
8172.1000,Wood Chopping Machine Operator,3,Starts machine and slides veneer pieces along table against end stop to cut them as required.,II-B,473
8172.1000,Wood Chopping Machine Operator,4,Removes cut pieces of veneer.,II-B,473
8172.1000,Wood Chopping Machine Operator,5,May clean and oil machine.,II-B,473
8172.1100,Core Laying Machine Operator,1,"Starts machine, observes its operation, and turns wheels, valves and dials to adjust and synchronize conveyors, reach end vacuum of mechanical arms, tension on glue- spreading rollers, and to regulate flow of glue.",II-B,473
8172.1100,Core Laying Machine Operator,2,"control conveyor, which moves stacked panels to hot plate presses.",II-B,473
8181.0200,"Machine Man, Sheet Glass",1,"sets in position asbestos rollers in machine through which plastic glass is to pass; starts machine so that plastic glass flows in from furnace end, passes through a series of asbestos rollers on machine which roll amorphous plastic glass into sheets of required thickness; adjusts and regulates speed and position of rollers to prevent warping and breakage of glass sheets, and to obtain glass sheets of desired thickness.",II-B,474
8181.0200,"Machine Man, Sheet Glass",2,Removes broken and defective portions of rolled sheets.,II-B,474
8181.0200,"Machine Man, Sheet Glass",3,May operate machine to break glass sheet at appropriate places.,II-B,474
8181.0400,Pressman (Ceramics),1,"Selects and fixes appropriate die or mould in machine; oils surface of lump of kneaded moist clay to prevent its sticking to inside of mould; places clay lump in position on lower plate of mould box; turns handle and pulls lever to operate press which compresses clay mass into shape of mould, such as tile, brick or sagger (fire clay container in which pottery is placed for fixing in kiln or oven); presses pedal to lift form to remove adhering particles to meet specification; cleans and adjusts mould fitted to machine, if necessary.",II-B,475
8181.0500,"Extruding Press Operator, Clay",1,Feeds moist clay into machine.,II-B,475
8181.0500,"Extruding Press Operator, Clay",2,Moves lever to regulate speed of warm (part of machine) which forces clay through outlet form (die).,II-B,475
8181.0500,"Extruding Press Operator, Clay",3,"Examines texture of clay periodically and it is extruded from machine and, if required, warns other workers to change moisture content of clay before it enters press.",II-B,475
8181.0500,"Extruding Press Operator, Clay",4,"May operate ceramics moulding, jigger or jolly machine.",II-B,475
8181.0600,Roller Man (Glass),1,"Selects iron roller of size of bangles to be made; regulates furnace temperature at required level; fixes roller in furnace in position and draws glass wire over roller; turns handle to rotate at desired speed to wind glass wire into coils over roller; cuts glass when roller is full; removes roller, and takes out coil of glass wire with a hooked rod.",II-B,475
8181.0600,Roller Man (Glass),2,May direct heating of furnace to desired temperature.,II-B,475
8181.0800,Tube and Rod Drawer (Glass),1,Collects from Bubble Maker iron rod with molten glass heated to proper temperature at its end.,II-B,476
8181.0800,Tube and Rod Drawer (Glass),2,maintain air cavity to prepare tube of required thickness; continues operation until tube or rod is prepared.,II-B,476
8181.1000,Polisher (Glass Mfg.),1,Holds and turns glass edge or engraved or beveled surface against white (cork) polishing wheel for rough polishing.,II-B,476
8181.1000,Polisher (Glass Mfg.),2,"Presses glass edge, or scratched, engraved, or beveled surface against felt polishing wheel for final polishing or to remove scratches.",II-B,476
8181.1000,Polisher (Glass Mfg.),3,Wipes polished area and examines glass for smoothness.,II-B,476
8181.1100,"Modeller, Pottery and Porcelain",1,"Examines drawings or specifications; mixes plaster-of Paris or clay with water and kneads mixture to required consistency and texture; beats mixture with small flat wooden piece to make it plastic; makes models by carving plaster or clay, by shaping material on a potter’s wheel or by other methods.",II-B,476
8181.1100,"Modeller, Pottery and Porcelain",2,May work from given designs or create his own designs.,II-B,476
8181.1200,"Furnaceman, Glass/Furnace",1,directs feeding of premixed ingredients to furnace; heats furnace and maintains temperature at correct level with aid of instrument controls or by sight; checks and ensures that melting process of ingredient in furnace pot is proceeding correctly and to required consistency; collects sample of molten glass for laboratory analysis; maintains record of batches of mixture melted; cleans melting pot periodically and examines furnace walls for worn spots and leaks.,II-B,477
8181.1200,"Furnaceman, Glass/Furnace",2,"May skim surface of molten glass to remove impurities, using rake.",II-B,477
8181.1500,"Kilnman, Pottery and Porcelain",1,"supervises lighting of fires in kiln, regulates feeding of fuel and adjusts draught to maintain proper temperature, observing temperature indicators and decides when baking is completed.",II-B,477
8181.1800,"Kiln Loader, Brick and Tile",1,"Stacks products such as blocks, bricks, and roofing tile, in specified patterns in periodic kilns for burning; spaces and levels setting rings in kiln to facilitate circulation of air about products during burning; spreads sand on floor or setting rings to prevent cohesion of products during burning; lifts and positions products on setting rings, using hoist or manually with resistance of helpers; examines products for cracks and discards defective products; closes kiln door and seals it with clay to prevent escape of heat.",II-B,478
8181.1800,"Kiln Loader, Brick and Tile",2,May unload baked articles when kiln cools down to required temperature.,II-B,478
8181.1800,"Kiln Loader, Brick and Tile",3,May feed fuel and fire kiln.,II-B,478
8181.1800,"Kiln Loader, Brick and Tile",4,May assist Kilnman in regulating draught to kiln chamber.,II-B,478
8181.2000,Graduating Machine Operator,1,sets machine accordingly; starts and operates machine to cut or scratch graduations on apparatus; stops machine and readjusts graduating intervals to ensure proper graduation.,II-B,479
8181.2200,Abrasive Mixer,1,"Calculates amount of grit, clay and adhesive required according to formulas.",II-B,479
8181.2200,Abrasive Mixer,2,"Weighs out ingredients, dumps them into mixing machine and starts mixing machine.",II-B,479
8181.2200,Abrasive Mixer,3,Feels mixture and adds water and resins until specified consistency is attained.,II-B,479
